epoch,train_loss,train_reconstruction,train_kl,val_loss,val_reconstruction,val_kl,epoch_seconds
1,18347.551233961094,18311.947349699916,35.60379820203544,17063.687806919643,17033.149246651785,30.53862021309989,6.16685579624027
2,16812.198985927153,16788.780464222888,23.418526823157507,16996.776729910714,16974.607059151786,22.16982203892299,5.229780393186957
3,16815.65516672703,16773.07710640004,42.57807582261547,17093.968136160714,17045.323744419642,48.64458983285086,5.494166703894734
4,16747.99179946192,16722.70502962024,25.286776350033993,16981.107589285715,16954.79517299107,26.312415776933943,5.379737820010632
5,16718.506648385763,16697.088951262416,21.417721246251997,16902.277176339285,16884.116043526785,18.161204610552108,5.316674747969955
6,16700.03856775145,16679.953441897764,20.085136164103123,16918.0087890625,16894.90092075893,23.10783157348633,5.469034769572318
7,16677.88583272972,16659.2753970923,18.61041056399314,16893.3740234375,16874.350111607142,19.02388605390276,5.134511635173112
8,16673.600948106374,16654.783775481166,18.817201535433334,16945.46902901786,16929.037332589287,16.4316102709089,5.267833951860666
9,16657.606920659146,16640.379750232823,17.227231347797723,16990.08208705357,16965.183816964287,24.89846090589251,5.302377860993147
10,16649.78280861962,16632.88119890832,16.901622320642534,16930.312639508928,16915.766127232142,14.546519551958356,5.300855105277151
11,16640.907553161218,16623.79790330091,17.10965831706066,16892.984988839286,16877.1158203125,15.869176864624023,5.002875874284655
12,16630.305883950747,16613.628738100164,16.677163544080116,16931.816489955356,16916.938058035714,14.87833080291748,5.377112165093422
13,16624.880118868998,16608.371653171565,16.508449595495566,16911.82645089286,16892.96459263393,18.861846705845423,5.270469905808568
14,16618.87879307223,16601.57574503311,17.30300924793774,16919.312025669642,16902.32954799107,16.982564272199358,5.07020752504468
15,16602.15560650352,16586.641426945363,15.51419483904807,16900.426729910716,16883.871707589286,16.555147497994557,5.236274644266814
16,16604.21436193605,16588.213660233858,16.000688281280315,16890.267159598214,16873.709458705358,16.55769799096244,5.218002179637551
17,16597.603586765315,16581.935760295943,15.667722957813186,16893.207003348216,16877.14229910714,16.06474358694894,5.172682565171272
18,16593.992950641557,16578.572989962748,15.41995468834378,16894.005859375,16878.59140625,15.414519146510534,5.1477677607908845
19,16585.82197459644,16570.948591421773,14.873420131127565,16904.124051339284,16892.336077008928,11.78805798121861,5.211253980174661
20,16576.189210601202,16562.035136848095,14.15402938830142,16915.025892857142,16902.570703125,12.455346761431013,4.990010924171656
21,16574.483165614653,16560.13832587438,14.34482000995156,16906.835602678573,16894.79520089286,12.040479401179722,5.193744223099202
22,16565.29584023179,16551.702617316845,13.593216719216858,16897.839676339285,16885.874916294644,11.96489075251988,5.179700883105397
23,16559.57460032078,16545.88921189466,13.685388928217604,16885.554324776786,16872.058761160715,13.495485850742885,5.177663005422801
24,16557.679768341266,16543.477613436466,14.202143583866144,16902.809235491073,16889.73125,13.077897453308106,5.096436955034733
25,16549.101543098095,16534.95985746068,14.141724131754692,16904.589871651784,16892.16654575893,12.423281710488455,5.1870410167612135
26,16543.764131053395,16530.497856089612,13.266247124071942,16895.53521205357,16884.270200892857,11.264957932063512,4.985109111759812
27,16541.610218982823,16528.594357926326,13.015878996312223,16902.060630580356,16888.535239955356,13.525390516008649,5.245541536714882
28,16535.982114678187,16522.770226484892,13.211896116370397,16918.598270089286,16904.80636160714,13.79189875466483,5.25059619685635
29,16529.82622684706,16517.016190888866,12.809976091448044,16923.92310267857,16912.39994419643,11.523047528948103,5.3645369010046124
30,16526.651448028766,16514.15737207678,12.494072099395146,16910.442940848214,16899.591434151786,10.851415048326764,4.846813548356295
