step,generated_distance,real_distance,ratio
0,14.36796760559082,7.190689563751221,1.9981348768024656
500,7.755005359649658,7.622865200042725,1.0173347102617258
1000,3.1794774532318115,7.147594928741455,0.44483179096323694
1500,1.6245850324630737,7.234601974487305,0.22455762434369492
2000,1.0323150157928467,7.448009490966797,0.13860280616517393
2500,0.7365624904632568,7.952767848968506,0.09261712455982113
