step,d_loss,g_loss,r1,d_real,d_fake,d_train_clean,d_validate_clean,seconds_per_step
100,1.4794656038284302,0.7384486794471741,0.0005886278813704848,0.28579622507095337,0.12228710204362869,0.42666590213775635,0.4215453863143921,0.22425286802928895
200,1.3832371234893799,0.7070604562759399,0.00011968556646024808,-0.002202198840677738,-0.016362031921744347,0.05073763430118561,0.05027458816766739,0.13646288347896188
300,1.4845495223999023,0.8577558994293213,0.00047243936569429934,-0.08986078947782516,-0.06489076465368271,0.07250269502401352,0.07440999150276184,0.13697477350011467
400,1.3826006650924683,0.7079424262046814,9.406844765180722e-05,0.006002350710332394,-0.0072508868761360645,0.19006773829460144,0.19141635298728943,0.1374083638889715
500,1.3849962949752808,0.7012878060340881,7.525676483055577e-05,0.0004014510486740619,-0.004407881293445826,0.010665059089660645,0.011458239518105984,0.13779537946917117
600,1.3835601806640625,0.7115054130554199,0.0001651067432248965,0.006008654832839966,-0.004171684384346008,-0.015156559646129608,-0.015032157301902771,0.1380440796678886
700,1.3897870779037476,0.8440067768096924,0.007078912109136581,0.2874394655227661,-0.040463387966156006,1.0082588195800781,1.014969825744629,0.1381813509017229
800,1.2894649505615234,0.8756856918334961,0.01192452758550644,0.3339161276817322,-0.15328557789325714,0.18344971537590027,0.1865045428276062,0.1383448546240106
900,1.3755989074707031,0.7588076591491699,0.00322445435449481,0.02353433333337307,-0.0379769429564476,0.041167404502630234,0.04094007983803749,0.13853501982055605
1000,1.3759040832519531,0.7397439479827881,0.00221340823918581,0.021952040493488312,-0.02454156056046486,0.10266859829425812,0.1040366142988205,0.1386341857491061
1100,1.3784394264221191,0.7308915257453918,0.001698764506727457,0.01599029079079628,-0.019654089584946632,0.08277605473995209,0.08317042887210846,0.13862385403830557
1200,1.3809635639190674,0.720285177230835,0.0009683420066721737,0.012940575368702412,-0.010067684575915337,-0.008681969717144966,-0.008805198594927788,0.138712787036784
1300,1.3819739818572998,0.7240703701972961,0.0009791261982172728,0.007304175291210413,-0.01384942140430212,0.0760612040758133,0.07749252021312714,0.13883751128800215
1400,1.381294846534729,0.7239524722099304,0.0010301887523382902,0.013846490532159805,-0.00863751769065857,0.07582511007785797,0.07667690515518188,0.13898340302053838
1500,1.3812305927276611,0.7244611382484436,0.00106243253685534,0.01288763340562582,-0.011005457490682602,0.09671458601951599,0.09809713065624237,0.13902309929952025
1600,1.3816903829574585,0.7263310551643372,0.0009820389095693827,0.01604938879609108,-0.00785525981336832,0.11108703911304474,0.11470916867256165,0.13896092447917907
1700,1.3803528547286987,0.7267404198646545,0.0012618520995602012,0.01626015640795231,-0.01067016925662756,0.012982110492885113,0.01316832285374403,0.1390224292408675
1800,1.3813726902008057,0.7228465676307678,0.0010599405504763126,0.011234845966100693,-0.012141692452132702,-0.006744732148945332,-0.007613778114318848,0.13903862677980214
1900,1.3827966451644897,0.7192317843437195,0.0008243678603321314,0.0058845640160143375,-0.012118260376155376,-0.00829111784696579,-0.011385401710867882,0.13916388793848455
2000,1.3816089630126953,0.7206549048423767,0.0010177280055359006,0.013006961904466152,-0.008893433026969433,0.04157459735870361,0.03687074035406113,0.1390536600118503
2100,1.3823139667510986,0.7162342071533203,0.000857481500133872,0.00943847931921482,-0.00855514220893383,0.006219789385795593,0.006970350630581379,0.13864171259105207
2200,1.382455587387085,0.7151291370391846,0.0008127716719172895,0.009354948066174984,-0.008205813355743885,0.09206370264291763,0.09045153856277466,0.1384097132831812
2300,1.3824846744537354,0.7157302498817444,0.0007963652024045587,0.009896427392959595,-0.007382923737168312,-0.01786031574010849,-0.019159037619829178,0.1385987163009122
2400,1.3823264837265015,0.7155478000640869,0.0008338541956618428,0.009836561046540737,-0.008155345916748047,-0.045471761375665665,-0.04743244871497154,0.1387174705369398
2500,1.3820148706436157,0.716055691242218,0.0008860912639647722,0.009745604358613491,-0.009248275309801102,0.04826612398028374,0.044420696794986725,0.1388087498024106
2600,1.3819811344146729,0.7145467400550842,0.0008719587349332869,0.010639123618602753,-0.007975686341524124,-0.024113167077302933,-0.028811287134885788,0.13885818583890797
2700,1.382459282875061,0.7130461931228638,0.0007954570464789867,0.010048020631074905,-0.006865859497338533,-0.06362693011760712,-0.06735213100910187,0.13896467864047735
2800,1.382243037223816,0.7131521701812744,0.0008211740641854703,0.00815226323902607,-0.009568307548761368,0.03298213332891464,0.03189391270279884,0.13908687585033477
2900,1.3825061321258545,0.7120519876480103,0.0007871715351939201,0.010614035651087761,-0.00617053871974349,-0.05561726540327072,-0.05809896066784859,0.13909252086188645
3000,1.3819063901901245,0.712967574596405,0.0008672034600749612,0.010185949504375458,-0.008540748618543148,-0.015330099500715733,-0.019897369667887688,0.13907914482057093
3100,1.3821309804916382,0.712044894695282,0.0008442910038866103,0.010055053979158401,-0.007901506498456001,0.02202521078288555,0.0203933697193861,0.1390291020879522
3200,1.382466197013855,0.7109975218772888,0.0007633408531546593,0.00846762303262949,-0.0076935067772865295,0.007871580310165882,0.0021903980523347855,0.13909701740834862
3300,1.3823899030685425,0.711590051651001,0.0007913006702437997,0.009132063947618008,-0.007688693702220917,-0.0011416329070925713,-0.0023284386843442917,0.13913689062930643
3400,1.3822758197784424,0.7109793424606323,0.00079944240860641,0.009717810899019241,-0.0075144036673009396,0.02543242648243904,0.023585326969623566,0.1391190485097468
3500,1.3823623657226562,0.7098104953765869,0.0007819341844879091,0.009216117672622204,-0.007366924546658993,0.04318469762802124,0.04190896451473236,0.1390331496996805
3600,1.382340669631958,0.7109748721122742,0.0007935241446830332,0.009749578312039375,-0.007144164759665728,0.0030680682975798845,-0.0013471802230924368,0.13903976161964238
3700,1.3823341131210327,0.7105857729911804,0.0007833913550712168,0.00915488414466381,-0.007588846608996391,-0.02971026673913002,-0.03299723565578461,0.13914779953192918
3800,1.3822741508483887,0.7096472978591919,0.0007972235907800496,0.009588813409209251,-0.007448012474924326,0.019110437482595444,0.014027507975697517,0.13923437149729578
3900,1.3826241493225098,0.7095907330513,0.0007452891441062093,0.007420904468744993,-0.008191399276256561,0.04404015094041824,0.040381766855716705,0.13912472366821022
4000,1.3828364610671997,0.7086328864097595,0.0007074681343510747,0.007110963109880686,-0.007559821009635925,0.059852950274944305,0.05905537307262421,0.13911699594929813
4100,1.3827862739562988,0.7084043622016907,0.0007076580077409744,0.008232968859374523,-0.006608428433537483,-0.022546714171767235,-0.024959798902273178,0.138590729678981
4200,1.3829432725906372,0.7071504592895508,0.0006677622441202402,0.007522353902459145,-0.006619086489081383,-0.001054766122251749,-0.0026833005249500275,0.13829169667791574
4300,1.3831778764724731,0.7071563601493835,0.0006272427854128182,0.006667225621640682,-0.006507819052785635,-0.01483996957540512,-0.02017894759774208,0.13848669589031487
4400,1.3831205368041992,0.70719975233078,0.000644479994662106,0.007440173998475075,-0.006093035917729139,0.03700651228427887,0.03437099978327751,0.13857452683150767
4500,1.3829745054244995,0.7078453898429871,0.000670967623591423,0.00789516232907772,-0.006209493614733219,-0.018964538350701332,-0.02161100134253502,0.13875047144014388
4600,1.3826472759246826,0.7081373929977417,0.0007348977378569543,0.008303504437208176,-0.007283009123057127,0.000796098611317575,0.0002664158237166703,0.13892637045588344
4700,1.3829885721206665,0.7071130871772766,0.0006721619283780456,0.0077726105228066444,-0.006206232588738203,-0.06860168278217316,-0.07168382406234741,0.13888614017050713
4800,1.3828299045562744,0.7072435617446899,0.0006840617279522121,0.007644121069461107,-0.00692104734480381,0.001482360064983368,-0.002580398228019476,0.13894675395917147
4900,1.3830512762069702,0.7074876427650452,0.0006819068221375346,0.0070021506398916245,-0.007368935272097588,-0.014107819646596909,-0.018113456666469574,0.13892768924124538
5000,1.382637619972229,0.708358645439148,0.0007246535387821496,0.007736611180007458,-0.007516131270676851,-0.016092082485556602,-0.01833818480372429,0.13903238105122
5100,1.3825156688690186,0.7084930539131165,0.000761370814871043,0.008309334516525269,-0.007593962829560041,-0.02517034485936165,-0.03131408989429474,0.1389410197827965
5200,1.3824948072433472,0.7081042528152466,0.0007635384099557996,0.008174333721399307,-0.008015227504074574,-0.03373224288225174,-0.03845856338739395,0.13902563517913222
5300,1.3824207782745361,0.70824134349823,0.0007787077920511365,0.008513939566910267,-0.00782943144440651,0.05656708776950836,0.05165939778089523,0.13898704526014627
5400,1.382749319076538,0.7071912288665771,0.0007233646465465426,0.008061491884291172,-0.0071368650533258915,-0.021062420681118965,-0.02875322289764881,0.13898216139059513
5500,1.382804274559021,0.7069876790046692,0.0007003298960626125,0.007425722200423479,-0.007173873018473387,0.005085119046270847,-0.00019370688823983073,0.13896030242089183
5600,1.3825747966766357,0.7075120210647583,0.0007376957801170647,0.00838171225041151,-0.007326855324208736,0.0474032461643219,0.04059319198131561,0.13908104049041867
5700,1.3842999935150146,0.70196133852005,0.00048004716518335044,0.007621060591191053,-0.003076012711971998,0.019760802388191223,0.016253948211669922,0.13908862454351037
5800,1.3830944299697876,0.7085877656936646,0.0007252302602864802,0.005560858175158501,-0.009116357192397118,0.00918099656701088,0.005130793433636427,0.1391241365717724
5900,1.382822871208191,0.7075740098953247,0.000717463088221848,0.0062391506507992744,-0.008511902764439583,0.06687718629837036,0.06659972667694092,0.13915045923087746
6000,1.382527232170105,0.707800030708313,0.0007528419373556972,0.008972026407718658,-0.006797686219215393,0.053552545607089996,0.04649810492992401,0.13905421778094024
6100,1.3827319145202637,0.7071256637573242,0.0007421787013299763,0.009329168125987053,-0.006437412463128567,-0.09503789246082306,-0.0975319892168045,0.13889362421818077
