step,generated_distance,real_distance,ratio
0,10.939632415771484,7.190689563751221,1.521360687147301
500,7.325976371765137,7.304688930511475,1.0029142159859463
1000,4.934619903564453,7.1333794593811035,0.691764672223477
1500,6.0641984939575195,7.634339809417725,0.7943317490893871
2000,6.855700492858887,7.408979415893555,0.925323193387771
2500,6.879673957824707,7.330224514007568,0.9385352310393918
