step,generated_distance,real_distance,ratio
0,14.093533515930176,7.190689563751221,1.9599696789827619
500,7.120725154876709,7.622865200042725,0.9341271251703098
1000,2.9742555618286133,7.147594928741455,0.4161197705634836
1500,1.130476474761963,7.234601974487305,0.15625966414580486
2000,0.6095727682113647,7.448009490966797,0.08184371528401993
2500,0.46890613436698914,7.952767848968506,0.05896137587215091
