epoch,train_loss,train_reconstruction,train_kl,val_loss,val_reconstruction,val_kl,epoch_seconds
1,19453.382793098095,18976.453894608858,47.692890190920295,17171.17767857143,16893.694475446428,27.748319952828542,9.743980116210878
2,16909.922822459645,16615.213136382452,29.470965139123777,16912.264285714286,16639.360184151785,27.290418570382254,6.877730084117502
3,16753.188246973303,16444.522729330503,30.86655285816319,16905.919810267857,16594.65555245536,31.12641498020717,6.909069449175149
4,16656.05513697744,16337.3532731012,31.870194207753567,16790.6484375,16484.6630859375,30.598528507777623,7.0283366572111845
5,16569.45815009313,16274.014952400663,29.544317889687242,16713.767410714285,16432.495424107143,28.127196284702848,7.047733151819557
6,16523.51151826366,16242.902372852855,28.060916420639746,16688.678041294643,16449.313978794642,23.93640856061663,6.832679706159979
7,16460.66075447537,16210.521846543874,25.013893083231338,16635.951283482143,16391.687806919643,24.426353182111466,6.425916988868266
8,16432.088637598303,16181.035237091266,25.105340976588774,16663.393219866073,16419.961579241073,24.343158612932477,6.933083910960704
9,16409.93695351304,16161.551696373137,24.838523899482574,16656.60161830357,16434.1359375,22.246565900530133,6.731384557671845
10,16350.712858288492,16158.407630768832,19.230522932595765,16561.77566964286,16389.184765625,17.259084946768624,6.644916287623346
11,16323.19902149731,16132.940025481168,19.025896685012917,16583.550809151784,16385.8083984375,19.77424362727574,6.7176583269611
12,16312.829625413908,16120.626189983444,19.220342771896462,16557.648911830358,16378.705301339285,17.89435577392578,6.750459278933704
13,16298.923828125,16105.058797469992,19.386503225920215,16570.427511160713,16387.428487723213,18.299897766113283,7.074029160197824
14,16287.938502431705,16092.759477830092,19.51790056797053,16580.280189732144,16388.86983816964,19.14103458949498,6.5678045600652695
15,16281.06333104822,16085.308512908734,19.57548366635051,16585.37818080357,16382.22154017857,20.315658187866212,4.987612836994231
16,16266.074428937292,16069.165569381208,19.69088707222844,16573.640513392857,16384.972739955356,18.866778101239884,5.221241824794561
17,16256.055214585058,16057.421787691432,19.863344615658388,16605.562862723214,16406.4689453125,19.90936780657087,5.414426107890904
18,16248.662047935637,16048.742501164113,19.991955731878218,16588.82349330357,16395.512583705357,19.331102452959332,5.3791560349054635
19,16235.106131648387,16035.13535414942,19.997077613476886,16589.702120535716,16398.460379464286,19.124184908185686,5.468267452903092
20,16226.39970832471,16025.79560094164,20.060412994283713,16605.1158203125,16406.315904017858,19.87999564579555,4.944147938862443
21,16220.05840296461,16018.432484607823,20.162594675228295,16605.571400669643,16412.417131696428,19.315414810180663,5.306882489006966
22,16210.275788364032,16008.489041157905,20.178673125260712,16610.57784598214,16419.37232142857,19.120551681518556,5.308810881804675
23,16203.906518393005,16001.43749676635,20.246904215275848,16617.37505580357,16421.34695870536,19.602797045026506,5.279600888025016
24,16195.673488591681,15992.586538959024,20.30869564157448,16608.72857142857,16416.0181640625,19.271036529541014,5.239959894679487
25,16188.854695907492,15984.81792606581,20.403677302480535,16630.982421875,16433.552176339286,19.743031747000558,5.266372652724385
26,16182.81157517591,15978.364720224545,20.444687015962916,16615.633482142857,16426.678069196427,18.895540264674594,5.144495472311974
27,16177.222866437292,15971.795335782284,20.542756434307982,16644.877901785716,16447.31953125,19.75583872113909,5.67641816707328
28,16170.490839067674,15965.344170374587,20.51466308366384,16611.602399553572,16429.03490513393,18.25677114214216,4.980062901973724
29,16165.391950796771,15959.78081022351,20.56111451963715,16623.836272321427,16425.605133928573,19.823098373413085,5.26927927415818
30,16160.13700977856,15954.670668848303,20.54663557722079,16623.526702008927,16430.26099330357,19.326578194754465,5.286150934640318
