epoch,train_loss,train_reconstruction,train_kl,val_loss,val_reconstruction,val_kl,epoch_seconds
1,20362.972572175084,19125.920594474337,41.23506383548509,17864.749693080357,17282.273074776786,19.4158878326416,6.7365659908391535
2,17285.280402783526,16759.70259791494,17.519262187528295,17179.612779017858,16813.386216517858,12.207548086983817,5.061304881237447
3,16914.666293718958,16627.231658733443,9.581155248035659,16917.199860491073,16698.62885044643,7.285698046003069,5.161472620908171
4,16780.35460536527,16566.099577038494,7.1418343521901315,16852.688113839286,16639.874107142856,7.093802670070104,5.419480725191534
5,16727.17167774731,16508.764240997516,7.280247435664499,16819.432059151786,16617.003683035713,6.747614628928048,5.622650230769068
6,16717.849800160388,16491.158992135763,7.55636018633053,16821.65859375,16603.956138392856,7.256748253958566,5.194632306229323
7,16686.76034444847,16460.574519479513,7.539526996233605,16767.1080078125,16564.295675223213,6.760415036337716,5.264377453830093
8,16677.969257683155,16445.82265689673,7.738220489577742,16784.596763392856,16561.708956473216,7.429595552171979,5.25973399868235
9,16650.64896781871,16421.367552902524,7.642714364639181,16787.211049107143,16538.597767857143,8.287105124337332,5.289770776871592
10,16634.809431265523,16400.60996352442,7.806649492276425,16846.31060267857,16643.138811383928,6.772392749786377,5.723657687660307
11,16629.68544016453,16393.66845056395,7.867231939012641,16772.578459821427,16529.33521205357,8.108105863843646,5.254089223220944
12,16616.083861496274,16377.762097087127,7.944058260380827,16763.214871651784,16501.808175223214,8.71355778830392,5.327880383003503
13,16603.11093361962,16360.638636304842,8.082411489739323,16748.648270089285,16497.95532924107,8.356429113660539,5.323922647163272
14,16601.951850941638,16357.59726821192,8.145154834583106,16734.243191964284,16496.409514508927,7.927787412915911,5.342288475017995
15,16591.305744903766,16344.728260166597,8.219249177452744,16741.689592633928,16495.409347098215,8.20934269768851,5.239959103055298
16,16584.252855313534,16334.594393496482,8.32194808934698,16745.245926339285,16489.172098214287,8.535795852116175,5.529631743207574
17,16585.128602286837,16330.707251138245,8.480712386946015,16792.853208705357,16595.63828125,6.573831517355782,5.255598809104413
18,16583.67222100062,16330.051528223303,8.454022541740873,16732.846456473213,16479.4806640625,8.445522458212716,5.252502570860088
19,16564.11513736548,16308.364856037873,8.525010972623004,16725.481919642858,16480.2857421875,8.173205307551793,5.139303997159004
20,16562.92882088162,16303.802288131208,8.637550685579413,16737.974916294643,16486.60345982143,8.379047339303153,5.794285182841122
21,16556.69867549669,16295.636780189363,8.702061468402281,16746.858482142856,16485.44673549107,8.713723400660923,5.192791116889566
22,16549.676136951573,16284.650574943087,8.834185766068515,16744.837388392858,16494.098856026787,8.357950728280203,5.2263973406516016
23,16546.15376008899,16280.33793589611,8.860527035416357,16739.786160714284,16486.125948660716,8.455341924939837,5.4970499742776155
24,16540.265793149836,16270.709537329263,8.98520763504584,16732.249497767858,16486.391768973215,8.1952545438494,5.3229402997531
25,16534.91546913804,16262.70190914735,9.073787880259633,16745.067075892857,16482.317885044642,8.758305277143206,4.944627299904823
26,16531.569300367344,16256.953276981581,9.153869112595817,16749.694949776786,16491.443470982143,8.6083831514631,5.102475978899747
27,16524.525911242756,16247.461690940605,9.235472388614882,16755.367689732142,16491.914704241073,8.781769030434745,5.231870053801686
28,16517.85990531871,16238.969160673634,9.296355850649196,16752.934151785714,16485.055998883927,8.929275185721261,5.365581752266735
29,16513.136388917632,16232.023013891763,9.370446410400188,16755.028655133927,16478.837137276787,9.206379236493792,5.269489478785545
30,16507.65283203125,16224.857751707368,9.42650307093235,16762.412137276784,16494.992550223214,8.913989053453719,5.642269833944738
